simplified,traditional,pinyin,meaning,frequency,hsk_level,pos,radical,simplified_normalized,subtlex_word,subtlex_length,subtlex_pinyin,subtlex_pinyin_input,subtlex_w_count,subtlex_w_million,subtlex_log10w,subtlex_w_cd,subtlex_w_cd_percent,subtlex_log10cd,subtlex_dominant_pos,subtlex_dominant_pos_freq,subtlex_all_pos,subtlex_all_pos_freq,subtlex_eng_tran,subtlex_word_normalized
引导,引導,yǐn dǎo,introduction ; primer ; to boot ; to conduct ; to guide ; to lead (around),3723,4,"v,vn",弓,引导,引导,2.0,yin3 dao3,yindao,355.0,10.58,2.5502,282.0,4.52,2.4502,v,326.0,.v.vn.,.326.29.,to guide/to lead/to conduct/introduction,引导
引发,引發,yǐn fā,to cause ; to evoke (emotions) ; to initiate ; to lead to ; to trigger,3404,7,v,弓,引发,引发,2.0,yin3 fa1,yinfa,453.0,13.5,2.6561,378.0,6.05,2.5775,v,453.0,.v.,.453.,lead to/trigger/initiate,引发
引进,引進,yǐn jìn,to introduce (from outside) ; to recommend,8315,4,v,弓,引进,引进,2.0,yin3 jin4,yinjin,67.0,2.0,1.8261,64.0,1.03,1.8062,v,67.0,.v.,.67.,to recommend/to introduce (from outside),引进
引经据典,引經據典,yǐn jīng jù diǎn,lit. to quote the classics ; to quote chapter and verse (idiom),49890,7,l,弓,引经据典,引经据典,4.0,yin3 jing1/jing4 ju1/ju4 dian3,yinjingjudian,9.0,0.27,0.9542,9.0,0.14,0.9542,l,9.0,.l.,.9.,#,引经据典
引领,引領,yǐn lǐng,to await eagerly ; to crane one's neck ; to lead ; to show the way,8946,7,,弓,引领,,,,,,,,,,,,,,,,
引起,引起,yǐn qǐ,to give rise to; to lead to; to cause; to arouse,1216,4,v,弓,引起,引起,2.0,yin3 qi3,yinqi,1652.0,49.25,3.218,1189.0,19.05,3.0752,v,1652.0,.v.,.1652.,to give rise to/to lead to/to cause/to arouse,引起
引擎,引擎,yǐn qíng,engine (loanword),4502,7,n,弓,引擎,引擎,2.0,yin3 qing2,yinqing,683.0,20.36,2.8344,302.0,4.84,2.48,n,683.0,.n.,.683.,engine (transliteration),引擎
引人入胜,引人入勝,yǐn rén rù shèng,fascinating ; to enchant,26589,7,v,弓,引人入胜,引人入胜,4.0,yin3 ren2 ru4 sheng1/sheng4,yinrenrusheng,38.0,1.13,1.5798,37.0,0.59,1.5682,v,38.0,.v.,.38.,#,引人入胜
引人注目,引人注目,yǐn rén zhù mù,conspicuous ; eye-catching ; to attract attention,9290,7,v,弓,引人注目,引人注目,4.0,yin3 ren2 zhu4 mu4,yinrenzhumu,156.0,4.65,2.1931,144.0,2.31,2.1584,v,156.0,.v.,.156.,to attract attention/eye-catching/conspicuous,引人注目
引入,引入,yǐn rù,to draw into ; to introduce ; to pull into,9959,7,v,弓,引入,引入,2.0,yin3 ru4,yinru,64.0,1.91,1.8062,58.0,0.93,1.7634,v,64.0,.v.,.64.,to draw into/to pull into,引入
引用,引用,yǐn yòng,(computing) reference ; to appoint ; to cite ; to quote ; to recommend,7851,7,"v,vn",弓,引用,引用,2.0,yin3 yong4,yinyong,296.0,8.82,2.4713,230.0,3.68,2.3617,v,295.0,.v.vn.,.295.1.,quote/cite,引用
引诱,引誘,yǐn yòu,to coerce (sb into doing sth bad) ; to lure (into a trap) ; to seduce,11617,7,"v,vn",弓,引诱,引诱,2.0,yin3 you4,yinyou,302.0,9.0,2.48,246.0,3.94,2.3909,v,296.0,.v.vn.,.296.6.,to coerce (sb into doing sth bad)/to lure (into a trap)/to seduce,引诱
饮料,飲料,yǐn liào,beverage ; drink,3463,5,n,饣,饮料,饮料,2.0,yin3 liao4,yinliao,942.0,28.08,2.9741,666.0,10.67,2.8235,n,942.0,.n.,.942.,drink/beverage,饮料
饮食,飲食,yǐn shí,eating and drinking ; food and drink; diet,5648,5,n,饣,饮食,饮食,2.0,yin3 shi2,yinshi,212.0,6.32,2.3263,172.0,2.76,2.2355,n,212.0,.n.,.212.,food and drink,饮食
饮水,飲水,yǐn shuǐ,drinking water,13870,7,"n,v",饣,饮水,饮水,2.0,yin3 shui3,yinshui,41.0,1.22,1.6128,30.0,0.48,1.4771,n,40.0,.n.v.,.40.1.,drinking water,饮水
饮用水,飲用水,yǐn yòng shuǐ,drinking water ; potable water,17077,7,n,饣,饮用水,饮用水,3.0,yin3 yong4 shui3,yinyongshui,34.0,1.01,1.5315,30.0,0.48,1.4771,n,34.0,.n.,.34.,drinking water/potable water,饮用水
隐蔽,隱蔽,yǐn bì,covert ; to conceal ; to hide ; under cover,9346,7,"a,v",阝,隐蔽,隐蔽,2.0,yin3 bi4,yinbi,204.0,6.08,2.3096,164.0,2.63,2.2148,a,155.0,.a.v.,.155.49.,to conceal/to hide/covert/under cover,隐蔽
隐藏,隱藏,yǐn cáng,covert ; hidden ; implicit ; private ; recessed (lighting) ; to conceal ; to harbor (i.e. keep sth hidden) ; to hide ; to hide oneself ; to lie low ; to mask ; to nestle ; to shelter,3821,6,v,阝,隐藏,隐藏,2.0,yin3 cang2,yincang,1100.0,32.79,3.0414,774.0,12.4,2.8887,v,1100.0,.v.,.1100.,to hide/to conceal/to mask/to lie low/to nestle/to shelter/to harbor (i.e. keep sth hidden)/hidden/implicit/private/covert/recessed (lighting)/a hideout,隐藏
隐患,隱患,yǐn huàn,a danger concealed within sth ; hidden damage ; misfortune not visible from the surface,11919,7,n,阝,隐患,隐患,2.0,yin3 huan4,yinhuan,43.0,1.28,1.6335,39.0,0.62,1.5911,n,43.0,.n.,.43.,a danger concealed within sth/hidden damage/misfortune not visible from the surface,隐患
隐瞒,隱瞞,yǐn mán,to conceal ; to cover up the truth ; to hide (a taboo subject),5947,7,"v,vn",阝,隐瞒,隐瞒,2.0,yin3 man2,yinman,976.0,29.09,2.9894,735.0,11.77,2.8663,v,973.0,.v.vn.,.973.3.,to conceal/to hide (a taboo subject)/to cover up the truth,隐瞒
隐情,隱情,yǐn qíng,a subject best avoided ; sth one wishes to keep secret ; ulterior motive,28207,7,n,阝,隐情,隐情,2.0,yin3 qing2,yinqing,42.0,1.25,1.6232,39.0,0.62,1.5911,n,42.0,.n.,.42.,sth hidden/a subject best avoided,隐情
隐身,隱身,yǐn shēn,invisible (person or online status) ; to hide oneself,12784,7,v,阝,隐身,隐身,2.0,yin3 shen1,yinshen,102.0,3.04,2.0086,58.0,0.93,1.7634,v,102.0,.v.,.102.,#,隐身
隐私,隱私,yǐn sī,privacy ; private business ; secrets,6796,6,n,阝,隐私,隐私,2.0,yin3 si1,yinsi,554.0,16.51,2.7435,432.0,6.92,2.6355,n,554.0,.n.,.554.,privacy,隐私
隐形,隱形,yǐn xíng,invisible,8831,7,b,阝,隐形,隐形,2.0,yin3 xing2,yinxing,312.0,9.3,2.4942,173.0,2.77,2.238,b,312.0,.b.,.312.,invisible,隐形
隐性,隱性,yǐn xìng,crypto- ; hidden ; recessive (gene),21205,7,b,阝,隐性,隐性,2.0,yin3 xing4,yinxing,22.0,0.66,1.3424,21.0,0.34,1.3222,b,22.0,.b.,.22.,hidden/crypto-/recessive (gene),隐性
隐约,隱約,yǐn yuē,faint ; indistinct ; vague,17193,7,z,阝,隐约,隐约,2.0,yin3 yue1,yinyue,31.0,0.92,1.4914,30.0,0.48,1.4771,z,31.0,.z.,.31.,vague/faint/indistinct,隐约
瘾,癮,yǐn,addiction ; craving,7327,7,"n,g",疒,瘾,瘾,1.0,yin3,yin,270.0,8.05,2.4314,189.0,3.03,2.2765,n,261.0,.n.g.,.261.9.,addiction/craving,瘾
印,印,Yìn | yìn,a mark ; a print ; a seal ; a stamp ; a trace ; abbr. for 度 ; image ; surname Yin ; to engrave ; to mark ; to print,2082,6,"v,b,g",卩,印,印,1.0,yin4,yin,1353.0,40.33,3.1313,750.0,12.01,2.8751,v,802.0,.v.b.g.,.802.539.12.,stamp/seal/mark/print/abbr. for India/surname Yin,印
印刷,印刷,yìn shuā,printing ; to print,8873,5,"vn,v",卩,印刷,印刷,2.0,yin4 shua1,yinshua,143.0,4.26,2.1553,94.0,1.51,1.9731,vn,75.0,.vn.v.,.75.68.,print,印刷
印刷术,印刷術,yìn shuā shù,printing ; printing technology,56927,7,n,卩,印刷术,印刷术,3.0,yin4 shua1 shu4,yinshuashu,4.0,0.12,0.6021,4.0,0.06,0.6021,n,4.0,.n.,.4.,printing/printing technology,印刷术
印象,印象,yìn xiàng,a memory ; impression (sth that stays in one's mind),2109,3,n,卩,印象,印象,2.0,yin4 xiang4,yinxiang,1758.0,52.4,3.245,1251.0,20.04,3.0973,n,1758.0,.n.,.1758.,impression,印象
印章,印章,yìn zhāng,chop ; seal ; signet ; stamp,15423,7,n,卩,印章,印章,2.0,yin4 zhang1,yinzhang,71.0,2.12,1.8513,46.0,0.74,1.6628,n,71.0,.n.,.71.,seal/signet/chop/stamp,印章
印证,印證,yìn zhèng,proof; evidence ; to confirm; to corroborate; to verify,20138,7,"v,vn",卩,印证,印证,2.0,yin4 zheng4,yinzheng,19.0,0.57,1.2788,19.0,0.3,1.2788,v,18.0,.v.vn.,.18.1.,seal,印证
应,應,Yīng | yìng | yīng,(legal) shall ; Taiwan pr. [Yìng] ; must ; ought to ; should ; surname Ying ; to agree (to do sth) ; to answer ; to comply with ; to deal or cope with ; to respond,999,4,v,广,应,应,1.0,ying1/ying4,ying,1561.0,46.53,3.1934,1135.0,18.18,3.055,v,1561.0,.v.,.1561.,ought; surname Ying/to answer/to respond,应
应酬,應酬,yìng chou,dinner party; banquet; social engagement ; to engage in social activities; to socialize,16229,7,"v,vn",广,应酬,应酬,2.0,ying4 chou5,yingchou,54.0,1.61,1.7324,40.0,0.64,1.6021,v,38.0,.v.vn.,.38.16.,social niceties/social interaction/a dinner party,应酬
应当,應當,yīng dāng,should; ought to,3391,3,v,广,应当,应当,2.0,ying1 dang1,yingdang,328.0,9.78,2.5159,234.0,3.75,2.3692,v,328.0,.v.,.328.,should/ought to,应当
应对,應對,yìng duì,response ; to answer; to reply ; to handle; to deal with,7020,6,"v,vn",广,应对,应对,2.0,ying4 dui4,yingdui,113.0,3.37,2.0531,104.0,1.67,2.017,v,95.0,.v.vn.,.95.18.,response/to answer/to reply,应对
应付,應付,yìng fu,to cope ; to deal with,4308,7,"v,vn",广,应付,应付,2.0,ying4 fu5,yingfu,925.0,27.57,2.9661,730.0,11.69,2.8633,v,922.0,.v.vn.,.922.3.,to deal with/to cope,应付
应该,應該,yīng gāi,must ; ought to ; should,174,2,v,广,应该,应该,2.0,ying1 gai1,yinggai,37811.0,1127.12,4.5776,5960.0,95.47,3.7752,v,37811.0,.v.,.37811.,ought to/should/must,应该
应急,應急,yìng jí,(attributive) emergency ; to meet a contingency ; to respond to an emergency,6487,6,"vn,v",广,应急,应急,2.0,ying4 ji2,yingji,178.0,5.31,2.2504,122.0,1.95,2.0864,vn,164.0,.vn.v.,.164.14.,respond to an emergency,应急
应聘,應聘,yìng pìn,to accept a job offer ; to apply for an advertised position,12946,7,"v,vn",广,应聘,应聘,2.0,ying4 pin4,yingpin,70.0,2.09,1.8451,54.0,0.86,1.7324,v,69.0,.v.vn.,.69.1.,to accept a job offer,应聘
应邀,應邀,yìng yāo,at sb's invitation ; on invitation,19976,7,v,广,应邀,应邀,2.0,ying4 yao1,yingyao,16.0,0.48,1.2041,16.0,0.26,1.2041,v,16.0,.v.,.16.,at sb's invitation/on invitation,应邀
应用,應用,yìng yòng,"(computing) app ; application ; applied (science, linguistics etc) ; practical ; practical use ; to apply ; to put to use",5484,3,"vn,v",广,应用,应用,2.0,ying4 yong4,yingyong,124.0,3.7,2.0934,102.0,1.63,2.0086,vn,76.0,.vn.v.,.76.48.,to use/to apply/application/applicable,应用
应有尽有,應有盡有,yīng yǒu jìn yǒu,everything that should be here is here (idiom); all one can think of is on hand ; to have all one needs,18982,7,v,广,应有尽有,应有尽有,4.0,ying1 you3 jin4 you3,yingyoujinyou,68.0,2.03,1.8325,65.0,1.04,1.8129,v,68.0,.v.,.68.,everything that should be here is here (idiom); all one can think of is on hand/to have all one needs,应有尽有
英镑,英鎊,Yīng bàng,pound sterling,5342,7,"q,n",艹,英镑,英镑,2.0,Ying1 bang4,yingbang,312.0,9.3,2.4942,135.0,2.16,2.1303,q,280.0,.q.n.,.280.32.,pound sterling,英镑
英俊,英俊,yīng jùn,handsome,8920,7,a,艹,英俊,英俊,2.0,ying1 jun4,yingjun,455.0,13.56,2.658,337.0,5.4,2.5276,a,455.0,.a.,.455.,handsome,英俊
英文,英文,Yīng wén,English (language),7197,2,nz,艹,英文,英文,2.0,Ying1 wen2,yingwen,287.0,8.56,2.4579,225.0,3.6,2.3522,nz,287.0,.nz.,.287.,English (language),英文
英雄,英雄,yīng xióng,hero,1553,6,n,艹,英雄,英雄,2.0,ying1 xiong2,yingxiong,2779.0,82.84,3.4439,1278.0,20.47,3.1065,n,2779.0,.n.,.2779.,hero,英雄
英勇,英勇,yīng yǒng,gallant ; heroic ; valiant,7835,4,"a,ad,an",艹,英勇,英勇,2.0,ying1 yong3,yingyong,269.0,8.02,2.4298,220.0,3.52,2.3424,a,204.0,.a.ad.an.,.204.64.1.,bravery/gallant/valiant,英勇
英语,英語,Yīng yǔ,English (language),2039,2,nz,艹,英语,英语,2.0,Ying1 yu3,yingyu,1186.0,35.35,3.0741,713.0,11.42,2.8531,nz,1186.0,.nz.,.1186.,English (language),英语
婴儿,嬰兒,yīng ér,baby ; infant ; lead (Pb),3041,7,n,女,婴,婴,1.0,ying1,ying,86.0,2.56,1.9345,48.0,0.77,1.6812,g,86.0,.g.,.86.,infant/baby,婴
鹰,鷹,yīng,eagle ; falcon ; hawk,5195,7,n,鸟,鹰,鹰,1.0,ying1,ying,379.0,11.3,2.5786,189.0,3.03,2.2765,n,379.0,.n.,.379.,eagle/falcon/hawk,鹰
迎,迎,yíng,to forge ahead (esp. in the face of difficulties); to meet face to face ; to welcome; to meet,8262,7,v,辶,迎,迎,1.0,ying2,ying,85.0,2.53,1.9294,77.0,1.23,1.8865,v,85.0,.v.,.85.,to welcome/to meet/to face/to forge ahead (esp. in the face of difficulties),迎
迎合,迎合,yíng hé,to cater to ; to pander to,13117,7,v,辶,迎合,迎合,2.0,ying2 he2,yinghe,76.0,2.27,1.8808,68.0,1.09,1.8325,v,76.0,.v.,.76.,to suit one's own wishes or interests to serve sb else's/to cater to sb/to fawn,迎合
迎接,迎接,yíng jiē,to welcome; to greet,4264,3,v,辶,迎接,迎接,2.0,ying2 jie1,yingjie,394.0,11.74,2.5955,322.0,5.16,2.5079,v,394.0,.v.,.394.,to meet/to welcome/to greet,迎接
迎来,迎來,yíng lái,(fig.) to usher in ; to welcome (a visitor or newcomer),7364,6,v,辶,迎来,迎来,2.0,ying2 lai2,yinglai,116.0,3.46,2.0645,110.0,1.76,2.0414,v,116.0,.v.,.116.,#,迎来
盈利,盈利,yíng lì,gain ; profit ; to make profits,9004,7,"v,n,vn",皿,盈利,盈利,2.0,ying2 li4,yingli,66.0,1.97,1.8195,49.0,0.78,1.6902,v,29.0,.v.n.vn.,.29.21.16.,profit/gain,盈利
荧光,熒光,yíng guāng,fluorescence ; fluorescent,13583,7,n,艹,荧光,荧光,2.0,ying2 guang1,yingguang,54.0,1.61,1.7324,39.0,0.62,1.5911,n,54.0,.n.,.54.,fluorescence/fluorescent light,荧光
营救,營救,yíng jiù,to rescue,9598,7,"v,vn",艹,营救,营救,2.0,ying2 jiu4,yingjiu,231.0,6.89,2.3636,144.0,2.31,2.1584,v,179.0,.v.vn.,.179.52.,rescue,营救
营养,營養,yíng yǎng,nourishment ; nutrition,4865,3,n,艹,营养,营养,2.0,ying2 yang3,yingyang,212.0,6.32,2.3263,176.0,2.82,2.2455,n,212.0,.n.,.212.,nutrition/nourishment,营养
营业,營業,yíng yè,to do business ; to trade,6105,4,"vn,v",艹,营业,营业,2.0,ying2 ye4,yingye,191.0,5.69,2.281,160.0,2.56,2.2041,vn,96.0,.vn.v.,.96.95.,to do business/to trade,营业
营造,營造,yíng zào,to build (housing) ; to construct ; to make,8857,7,v,艹,营造,营造,2.0,ying2 zao4,yingzao,77.0,2.3,1.8865,68.0,1.09,1.8325,v,77.0,.v.,.77.,to build (housing)/to construct/to make,营造
赢,贏,yíng,to beat ; to profit ; to win,952,3,v,贝,赢,赢,1.0,ying2,ying,8363.0,249.3,3.9224,2646.0,42.38,3.4226,v,8363.0,.v.,.8363.,to beat/to win/to profit,赢
赢得,贏得,yíng dé,to gain ; to win,1820,4,v,贝,赢得,赢得,2.0,ying2 de2,yingde,2555.0,76.16,3.4074,1156.0,18.52,3.063,v,2555.0,.v.,.2555.,to win/to gain,赢得
赢家,贏家,yíng jiā,winner,11299,7,,贝,赢家,,,,,,,,,,,,,,,,
影迷,影迷,yǐng mí,film enthusiast ; movie fan,11993,6,n,彡,影迷,影迷,2.0,ying3 mi2,yingmi,114.0,3.4,2.0569,78.0,1.25,1.8921,n,114.0,.n.,.114.,film enthusiast,影迷
影片,影片,yǐng piàn,a copy of a film ; film; motion picture; movie,3433,2,n,彡,影片,影片,2.0,ying3 pian4,yingpian,453.0,13.5,2.6561,252.0,4.04,2.4014,n,453.0,.n.,.453.,film/movie,影片
影视,影視,yǐng shì,movies and television,12925,3,b,彡,影视,影视,2.0,ying3 shi4,yingshi,34.0,1.01,1.5315,30.0,0.48,1.4771,b,34.0,.b.,.34.,movies and television,影视
影响,影響,yǐng xiǎng,effect ; influence ; to affect (usually adversely) ; to disturb ; to influence,598,2,"v,vn",彡,影响,影响,2.0,ying3 xiang3,yingxiang,3085.0,91.96,3.4893,1990.0,31.88,3.2989,v,1767.0,.v.vn.,.1767.1318.,an influence/an effect/to influence/to affect (usually adversely)/to disturb,影响
影响力,影響力,yǐng xiǎng lì,impact ; influence,5422,6,n,彡,影响力,影响力,3.0,ying3 xiang3 li4,yingxiangli,209.0,6.23,2.3201,181.0,2.9,2.2577,n,209.0,.n.,.209.,influence/impact,影响力
影像,影像,yǐng xiàng,image,5203,7,n,彡,影像,影像,2.0,ying3 xiang4,yingxiang,391.0,11.66,2.5922,204.0,3.27,2.3096,n,391.0,.n.,.391.,image,影像
影星,影星,yǐng xīng,film star,12675,6,n,彡,影星,影星,2.0,ying3 xing1,yingxing,173.0,5.16,2.238,137.0,2.19,2.1367,n,173.0,.n.,.173.,film star,影星
影子,影子,yǐng zi,(fig.) hint ; indication ; influence ; reflection ; shadow,5925,4,n,彡,影子,影子,2.0,ying3 zi5,yingzi,342.0,10.19,2.534,256.0,4.1,2.4082,n,342.0,.n.,.342.,shadow/reflection,影子
映,映 | 暎,yìng,old variant of 映 ; to project (an image onto a screen etc) ; to reflect (light) ; to shine,8489,7,v,日,映,映,1.0,ying4,ying,135.0,4.02,2.1303,89.0,1.43,1.9494,v,135.0,.v.,.135.,reflect/shine,映
硬,硬,yìng,(fig.) strong; firm ; (of food) filling; substantial ; good (quality); able (person) ; hard; stiff; solid ; laboriously; with great difficulty ; resolutely; uncompromisingly,2476,5,"a,d",石,硬,硬,1.0,ying4,ying,1100.0,32.79,3.0414,812.0,13.01,2.9096,a,846.0,.a.d.,.846.254.,hard/stiff/strong/firm,硬
硬币,硬幣,yìng bì,coin,8735,7,n,石,硬币,硬币,2.0,ying4 bi4,yingbi,570.0,16.99,2.7559,299.0,4.79,2.4757,n,570.0,.n.,.570.,a coin,硬币
硬件,硬件,yìng jiàn,hardware,10323,5,n,石,硬件,硬件,2.0,ying4 jian4,yingjian,59.0,1.76,1.7709,49.0,0.78,1.6902,n,59.0,.n.,.59.,hardware,硬件
硬朗,硬朗,yìng lǎng,healthy ; robust,22706,7,a,石,硬朗,硬朗,2.0,ying4 lang3,yinglang,23.0,0.69,1.3617,22.0,0.35,1.3424,a,23.0,.a.,.23.,robust/healthy,硬朗
硬盘,硬盤,yìng pán,hard disk,5591,7,n,石,硬盘,硬盘,2.0,ying4 pan2,yingpan,287.0,8.56,2.4579,165.0,2.64,2.2175,n,287.0,.n.,.287.,hard disk,硬盘
拥抱,擁抱,yōng bào,to embrace ; to hug,3677,5,"v,vn",扌,拥抱,拥抱,2.0,yong1 bao4,yongbao,965.0,28.77,2.9845,680.0,10.89,2.8325,v,956.0,.v.vn.,.956.9.,to embrace/to hug,拥抱
拥护,擁護,yōng hù,to endorse; to support,10681,7,"v,vn",扌,拥护,拥护,2.0,yong1 hu4,yonghu,88.0,2.62,1.9445,83.0,1.33,1.9191,v,50.0,.v.vn.,.50.38.,to endorse/to support,拥护
拥挤,擁擠,yōng jǐ,congestion ; crowded ; to throng,8579,7,"a,v",扌,拥挤,拥挤,2.0,yong1 ji3,yongji,168.0,5.01,2.2253,144.0,2.31,2.1584,a,147.0,.a.v.,.147.21.,to crowd,拥挤
拥有,擁有,yōng yǒu,to have; to possess,692,5,v,扌,拥有,拥有,2.0,yong1 you3,yongyou,4267.0,127.2,3.6301,2391.0,38.3,3.3786,v,4267.0,.v.,.4267.,to have/to possess,拥有
庸俗,庸俗,yōng sú,tacky ; tawdry ; vulgar,19483,7,a,广,庸俗,庸俗,2.0,yong1 su2,yongsu,52.0,1.55,1.716,42.0,0.67,1.6232,a,52.0,.a.,.52.,filthy/vulgar/debased,庸俗
永不,永不,yǒng bù,never ; will never,5989,7,d,水,永不,永不,2.0,yong3 bu2/bu4,yongbu,466.0,13.89,2.6684,324.0,5.19,2.5105,d,466.0,.d.,.466.,#,永不
永恒,永恆,yǒng héng,eternal ; everlasting ; fig. to pass into eternity (i.e. to die),5499,7,z,水,永恒,永恒,2.0,yong3 heng2,yongheng,430.0,12.82,2.6335,311.0,4.98,2.4928,z,430.0,.z.,.430.,eternal/everlasting/fig. to pass into eternity (i.e. to die),永恒
永久,永久,yǒng jiǔ,everlasting ; forever ; lasting ; permanent ; perpetual,7342,7,"b,d,nz",水,永久,永久,2.0,yong3 jiu3,yongjiu,287.0,8.56,2.4579,249.0,3.99,2.3962,b,195.0,.b.d.nz.,.195.90.2.,everlasting/perpetual/lasting/forever/permanent,永久
永远,永遠,yǒng yuǎn,eternal ; forever,599,2,"d,b",水,永远,永远,2.0,yong3 yuan3,yongyuan,10036.0,299.17,4.0016,4083.0,65.4,3.611,d,9794.0,.d.b.,.9794.242.,forever/eternal,永远
勇敢,勇敢,yǒng gǎn,brave; courageous,2934,4,"a,ad,an",力,勇敢,勇敢,2.0,yong3 gan3,yonggan,1430.0,42.63,3.1553,970.0,15.54,2.9868,a,1303.0,.a.ad.an.,.1303.100.27.,brave,勇敢
勇气,勇氣,yǒng qì,courage ; valor,3096,4,n,力,勇气,勇气,2.0,yong3 qi4,yongqi,1132.0,33.74,3.0538,817.0,13.09,2.9122,n,1132.0,.n.,.1132.,courage/valor,勇气
勇往直前,勇往直前,yǒng wǎng zhí qián,to advance bravely,20605,7,v,力,勇往直前,勇往直前,4.0,yong3 wang3 zhi2 qian2,yongwangzhiqian,64.0,1.91,1.8062,57.0,0.91,1.7559,v,64.0,.v.,.64.,to advance bravely,勇往直前
勇于,勇於,yǒng yú,to be brave enough to ; to dare to,12276,7,v,力,勇于,勇于,2.0,yong3 yu2,yongyu,62.0,1.85,1.7924,56.0,0.9,1.7482,v,62.0,.v.,.62.,to dare to/to be brave enough to,勇于
涌,涌 | 湧,chōng | yǒng,(used in place names) ; to bubble up ; to rush forth ; variant of 涌,7443,7,v,氵,涌,涌,1.0,chong1/yong3,yong,167.0,4.98,2.2227,150.0,2.4,2.1761,v,167.0,.v.,.167.,to bubble up/to rush forth,涌
涌入,湧入,yǒng rù,influx ; to come pouring in,17190,7,v,氵,涌入,涌入,2.0,chong1/yong3 ru4,yongru,33.0,0.98,1.5185,33.0,0.53,1.5185,v,33.0,.v.,.33.,#,涌入
涌现,湧現,yǒng xiàn,to emerge in large numbers ; to emerge prominently ; to spring up,16229,7,v,氵,涌现,涌现,2.0,yong3 xian4,yongxian,25.0,0.75,1.3979,24.0,0.38,1.3802,v,25.0,.v.,.25.,to emerge in large numbers/to spring up/to emerge prominently,涌现
踊跃,踴躍,yǒng yuè,eager ; enthusiastically ; to jump ; to leap,38961,7,ad,足,踊跃,踊跃,2.0,yong3 yue4,yongyue,2.0,0.06,0.301,2.0,0.03,0.301,ad,2.0,.ad.,.2.,eager/enthusiastically,踊跃
用,用,yòng,expense or outlay ; hence ; therefore ; to eat or drink ; to employ ; to have to ; to use ; usefulness,79,1,"v,p,g",用,用,用,1.0,yong4,yong,52436.0,1563.08,4.7196,6173.0,98.88,3.7905,v,26638.0,.v.p.g.,.26638.25784.14.,to use,用
用不着,用不著,yòng bu zháo,have no use for ; not need,8346,5,l,用,用不着,用不着,3.0,yong4 bu5 zhao2,yongbuzhuo,556.0,16.57,2.7451,469.0,7.51,2.6712,l,556.0,.l.,.556.,not need/have no use for,用不着
用餐,用餐,yòng cān,to eat a meal,10715,7,"v,vn",用,用餐,用餐,2.0,yong4 can1,yongcan,204.0,6.08,2.3096,168.0,2.69,2.2253,v,203.0,.v.vn.,.203.1.,to eat a meal,用餐
用处,用處,yòng chu,usefulness,12143,6,n,用,用处,用处,2.0,yong4 chu5,yongchu,191.0,5.69,2.281,181.0,2.9,2.2577,n,191.0,.n.,.191.,usefulness,用处
用得着,用得著,yòng de zháo,(in a question) to be necessary to ; to be able to use; useable; to have a use for,24751,6,,用,用得着,,,,,,,,,,,,,,,,
用法,用法,yòng fǎ,usage,29232,6,"n,v",用,用法,用法,2.0,yong4 fa3,yongfa,6.0,0.18,0.7782,6.0,0.1,0.7782,n,5.0,.n.v.,.5.1.,usage,用法
用功,用功,yòng gōng,diligent ; industrious (in one's studies) ; to make great effort ; to study hard,19231,7,"a,v",用,用功,用功,2.0,yong4 gong1,yonggong,79.0,2.35,1.8976,65.0,1.04,1.8129,a,73.0,.a.v.,.73.6.,diligent/industrious (in one's studies)/to study hard/to make great effort,用功
用户,用戶,yòng hù,consumer ; customer ; subscriber ; user,4213,5,n,用,用户,用户,2.0,yong4 hu4,yonghu,197.0,5.87,2.2945,121.0,1.94,2.0828,n,197.0,.n.,.197.,user/consumer/subscriber/customer,用户
用来,用來,yòng lái,to be used for,3299,5,"v,nr",用,用来,用来,2.0,yong4 lai2,yonglai,585.0,17.44,2.7672,512.0,8.2,2.7093,v,583.0,.v.nr.,.583.2.,to be used for,用来
用力,用力,yòng lì,to exert oneself physically,6274,7,"ad,a,v",用,用力,用力,2.0,yong4 li4,yongli,255.0,7.6,2.4065,204.0,3.27,2.3096,ad,147.0,.ad.a.v.,.147.106.2.,exert oneself (physically)/put forth one's strength,用力
用品,用品,yòng pǐn,articles for use ; goods ; products,4978,6,n,用,用品,用品,2.0,yong4 pin3,yongpin,361.0,10.76,2.5575,273.0,4.37,2.4362,n,361.0,.n.,.361.,articles for use/products/goods,用品
用人,用人,yòng rén,servant ; to be in need of staff ; to employ sb for a job ; to manage people,15824,7,"vn,v",用,用人,用人,2.0,yong4 ren2,yongren,21.0,0.63,1.3222,21.0,0.34,1.3222,vn,11.0,.vn.v.,.11.10.,servant,用人
用途,用途,yòng tú,use; application,8360,4,n,用,用途,用途,2.0,yong4 tu2,yongtu,138.0,4.11,2.1399,133.0,2.13,2.1239,n,138.0,.n.,.138.,use/application,用途
用心,用心,yòng xīn,careful ; intention ; motive ; to be diligent or attentive,5685,6,"ad,n,a,v",用,用心,用心,2.0,yong4 xin1,yongxin,272.0,8.11,2.4346,222.0,3.56,2.3464,ad,127.0,.ad.n.a.v.,.127.75.54.16.,motive/intention/diligently/attentively,用心
用意,用意,yòng yì,intention ; purpose,14706,7,n,用,用意,用意,2.0,yong4 yi4,yongyi,75.0,2.24,1.8751,70.0,1.12,1.8451,n,75.0,.n.,.75.,intention/purpose,用意
