simplified,pinyin,meaning,hsk_level,pos,radical,Difficulty_Human_PCA
累计,lěi jì,cumulative ; in total ; to calculate the running total ; total,7.0,v,糸,1.556579906797745
细微,xì wēi,fine ; minute ; sensitive (instruments) ; subtle ; tiny,7.0,a,纟,0.6161148350370529
细心,xì xīn,attentive ; careful,7.0,"a,ad,an",纟,-0.5914956583801524
细节,xì jié,details ; particulars,4.0,n,纟,-0.5114183517951308
细致,xì zhì,careful ; delicate ; fine ; meticulous ; painstaking,4.0,a,纟,-0.36690986347216303
细胞,xì bāo,cell (biology),6.0,n,纟,-1.1525816085517684
细腻,xì nì,exquisite ; meticulous,7.0,"a,an",纟,0.07819052534358253
细菌,xì jūn,bacterium ; germ,6.0,n,纟,0.7189868041871809
绅士,shēn shì,gentleman,7.0,n,纟,-0.8027787093327897
终于,zhōng yú,at last ; eventually ; finally ; in the end,3.0,d,纟,-1.634146381801009
终止,zhōng zhǐ,to stop; to terminate,5.0,"v,vn",纟,-0.7712614623373781
终生,zhōng shēng,lifetime; lifelong ; throughout one's life,7.0,"m,d,b",纟,-0.5985022154864073
终究,zhōng jiū,after all is said and done ; in the end,7.0,d,纟,0.41447747609040536
终结,zhōng jié,end; conclusion ; to come to an end; to terminate (sth),7.0,"v,vn",纟,-0.2050746013314448
终身,zhōng shēn,all one's life ; lifelong ; marriage,5.0,n,纟,-0.8707367551927802
终点,zhōng diǎn,destination ; end point ; finishing line (in a race) ; terminus ; the end,5.0,n,纟,-0.930090611665325
组合,zǔ hé,(math.) combinatorial ; association ; combination ; compilation ; set ; to assemble ; to combine ; to compose,3.0,"v,n,vn",纟,-1.3796291793943398
组成,zǔ chéng,to constitute ; to form ; to make up,2.0,"v,vn",纟,-0.6576192818732325
组织,zǔ zhī,(biology) tissue ; (textiles) weave ; organization ; to organize,5.0,"n,v",纟,-0.8239993251856218
组装,zǔ zhuāng,to assemble; to put together,7.0,"v,vn",纟,2.488843145437406
组长,zǔ zhǎng,group leader,2.0,n,纟,-0.7663261176837534
结冰,jié bīng,to freeze,7.0,v,纟,0.12375626490487862
结合,jié hé,binding ; to combine ; to integrate ; to link,3.0,"v,vn",纟,0.04630630043513348
结婚,jié hūn,to get married ; to marry,3.0,"v,vn",纟,-1.6703385977954095
结实,jiē shi | jiē shí,buff (physique) ; durable ; rugged ; strong ; sturdy ; to bear fruit,3.0,a,纟,-0.6099587442903902
结尾,jié wěi,coda ; ending ; to wind up,7.0,"n,v",纟,-0.6784611270285684
结局,jié jú,conclusion ; ending,7.0,n,纟,-1.587929703103122
结晶,jié jīng,(fig.) the fruit (of labor etc) ; crystal ; crystalline ; crystallization ; to crystallize,7.0,n,纟,2.0293037005738204
结束,jié shù,termination ; to close ; to conclude ; to end ; to finish,3.0,"v,vn",纟,-1.4589135662309956
结果,jié guǒ | jiē guǒ,as a result ; conclusion ; in the end ; outcome ; result ; to bear fruit ; to dispatch ; to kill,2.0,"n,d",纟,-1.3275540484671444
结构,jié gòu,architecture ; composition ; makeup ; structure,4.0,n,纟,-1.1137856360110074
结论,jié lùn,conclusion ; to conclude ; to reach a verdict ; verdict,4.0,n,纟,-1.1135252603563717
结识,jié shí,to get to know sb ; to meet sb for the first time,7.0,v,纟,-0.5529364759251112
绝对,jué duì,absolute ; unconditional,3.0,"d,a",纟,-1.6108427607110878
绝技,jué jì,consummate skill ; stunt ; supreme feat ; tour-de-force,7.0,n,纟,-0.47898979000849423
绝招,jué zhāo,finishing blow ; masterstroke ; unexpected tricky move (as a last resort) ; unique skill,7.0,n,纟,0.3673258970323761
绝望,jué wàng,desperate ; desperation ; to despair ; to give up all hope,5.0,"a,an,ad",纟,-1.3532010504487886
绝缘,jué yuán,(electricity) to insulate ; to be cut off from ; to have no contact with,7.0,"vn,v",纟,0.823776212393704
给予,jǐ yǔ,(literary) to give; to accord; to render,6.0,v,纟,1.40164459950488
絮叨,xù dao,garrulous ; long-winded ; to talk endlessly without getting to the point,7.0,v,糸,3.7910883965303297
统一,tǒng yī,to unify; to integrate ; unified; integrated,4.0,"v,vn,a,ad",纟,-0.4596153893070299
统治,tǒng zhì,regime ; rule ; to govern ; to rule (a country),7.0,"vn,v",纟,-0.7721727771286047
统筹,tǒng chóu,an overall plan ; to plan an entire project as a whole,7.0,"v,vn",纟,0.001142917140248343
统计,tǒng jì,statistics ; to add up ; to count,4.0,"v,vn",纟,-0.8393614888091453
丝毫,sī háo,a bit ; the slightest amount or degree,7.0,"m,a,n",一,1.1306289213822027
丝绸,sī chóu,silk ; silk cloth,7.0,n,一,0.6043031211044909
绑架,bǎng jià,a kidnapping ; abduction ; staking ; to abduct ; to hijack ; to kidnap,7.0,"v,vn",纟,-0.35805709121454043
经典,jīng diǎn,"classic (example, case etc) ; classical ; scriptures ; the classics ; typical",4.0,n,纟,-1.2171547709014896
经商,jīng shāng,in business ; to carry out commercial activities ; to trade,7.0,"v,vn",纟,2.3539331779825927
经常,jīng cháng,day-to-day; everyday; daily ; frequently; constantly; regularly; often,2.0,"d,b",纟,-1.433408544861128
经历,jīng lì,experience ; to experience ; to go through,3.0,"v,n",纟,-0.007851835729150892
经济,jīng jì,economic ; economy,3.0,n,纟,-1.3935710697018229
经营,jīng yíng,to engage in (business etc); to run; to operate,3.0,"v,vn",纟,-0.38746774740394846
经理,jīng lǐ,director ; manager,2.0,n,纟,-1.0826825380664655
经费,jīng fèi,expenditure ; funds,5.0,n,纟,-0.15873952759069881
经贸,jīng mào,trade,7.0,b,纟,4.414652711030123
经过,jīng guò,course ; process ; to go through ; to pass,2.0,"p,v,n",纟,-0.6900360508754119
经验,jīng yàn,experience ; to experience,3.0,"n,v",纟,-0.5499657414657133
综合,zōng hé,composite ; comprehensive ; mixed ; synthesized ; to integrate ; to sum up ; to synthesize,4.0,"vn,v,a",纟,-0.5701330619155437
绿化,lǜ huà,(Internet slang) Islamization ; to make green with plants ; to reforest,6.0,"v,vn",纟,-0.13270196212710106
绿灯,lǜ dēng,(fig.) permission to proceed ; green light (traffic signal),7.0,n,纟,0.8233856489117505
绿色,lǜ sè,green,2.0,n,纟,-1.2404583919914107
绿茶,lǜ chá,(slang) (of a girl) seemingly innocent and charming but actually calculating and manipulative ; a girl who has these qualities ; green tea,3.0,n,纟,-0.15157919708821002
维修,wéi xiū,maintenance (of equipment) ; to protect and maintain,4.0,"vn,v",纟,-0.48927462836661484
维持,wéi chí,to keep ; to maintain ; to preserve,4.0,"v,vn",纟,-0.7051260460598407
维护,wéi hù,to defend ; to maintain ; to protect ; to safeguard ; to uphold,4.0,"v,vn",纟,-0.08192870947308574
纲要,gāng yào,essential points ; outline,7.0,n,纟,5.437929033749513
纲领,gāng lǐng,guiding principle ; program (i.e. plan of action),7.0,n,纟,2.4884643747399093
网球,wǎng qiú,tennis ; tennis ball,2.0,n,网,-0.3027272646043952
网络,Wǎng luò | wǎng luò,"Internet ; network (computing, telecommunications, transport etc)",4.0,n,网,-0.2956971219292243
绽放,zhàn fàng,to blossom,7.0,"v,vn",纟,0.7908504848667105
绰号,chuò hào,nickname,7.0,n,纟,0.5971309978175433
紧密,jǐn mì,inseparably close,4.0,"a,ad",糸,0.04423508798250344
紧张,jǐn zhāng,in short supply ; intense ; keyed up ; nervous ; scarce ; strained ; tense,3.0,"a,ad,an",糸,-1.572046788170327
紧急,jǐn jí,emergency ; urgent,3.0,"a,ad",糸,-1.4317043103215354
紧凑,jǐn còu,compact ; terse ; tight (schedule),7.0,a,糸,0.7514035731893602
紧缩,jǐn suō,(economics) to reduce ; austerity ; crunch ; tightening ; to curtail ; to cut back ; to tighten,7.0,"v,vn",糸,1.0365149150157553
紧迫,jǐn pò,pressing ; urgent,7.0,a,糸,-0.08101739468186064
绯闻,fēi wén,sex scandal,7.0,n,纟,-0.09533805568683971
线条,xiàn tiáo,"line (in drawing, calligraphy etc) ; the lines or contours of a three-dimensional object (hairstyle, clothing, car etc)",7.0,n,纟,0.001533480622201932
线索,xiàn suǒ,clues ; thread (of a story) ; trail,5.0,n,纟,-0.6448490820116121
线路,xiàn lù,(electricity) line; circuit; wire ; (traffic) road; track; route,6.0,n,纟,4.573635633754302
缘分,yuán fèn,(Budd.) destiny ; fate or chance that brings people together ; predestined affinity or relationship,7.0,n,纟,-0.7542186497431796
缘故,yuán gù,cause ; reason,6.0,n,纟,-0.49148782143102016
编剧,biān jù,dramatist ; scenario ; screenwriter ; to write a play,7.0,"n,v",纟,-0.8131819427337709
编写,biān xiě,to compile,7.0,v,纟,0.32907426136980394
编排,biān pái,to arrange ; to lay out,7.0,"v,vn",纟,1.626904919118376
编号,biān hào,numbering ; serial number ; to number,7.0,"n,v",纟,-1.2303037414606064
编辑,biān jí,compiler ; editor ; to compile ; to edit,5.0,"n,v,vn",纟,-0.1079662749366835
编造,biān zào,to compile ; to concoct ; to cook up ; to draw up ; to fabricate ; to invent ; to make up,7.0,v,纟,-0.8814003642483972
缓和,huǎn hé,to allay ; to alleviate ; to ease (tension) ; to make more mild ; to moderate,7.0,"v,a,vn",纟,0.18754830029069283
缓慢,huǎn màn,slow,7.0,"a,ad",纟,-0.6291081476905938
缓缓,huǎn huǎn,little by little ; slowly ; unhurriedly,7.0,d,纟,0.7296504132427979
缓解,huǎn jiě,to alleviate (a crisis) ; to bring relief ; to dull (a pain),4.0,"v,vn",纟,1.0004410940642139
缅怀,miǎn huái,to commemorate ; to recall fondly ; to think of the past,7.0,"v,vn",纟,0.7624577457269308
纬度,wěi dù,latitude,7.0,n,纟,0.6369684729768471
练习,liàn xí,drill ; exercise ; practice ; to practice,2.0,"v,vn",纟,-0.5633750876794673
缝合,féng hé,suture (in surgery) ; to sew together ; to sew up (a wound),7.0,"v,vn",纟,-0.11485443700007919
缩小,suō xiǎo,to decrease ; to reduce ; to shrink,4.0,"v,vn",纟,-0.5563213594353787
缩影,suō yǐng,(Tw) to microfilm ; epitome ; microcosm ; miniature version of sth,7.0,n,纟,0.1443377344055787
缩水,suō shuǐ,fig. to shrink (of profits etc) ; to shrink (in the wash),7.0,v,纟,1.5971985089209577
缩短,suō duǎn,to curtail ; to cut down,4.0,v,纟,-0.6904148215729081
纵容,zòng róng,to connive at ; to indulge,7.0,v,纟,-0.571304752361406
纵然,zòng rán,even if ; even though,7.0,c,纟,0.28533115139095955
总之,zǒng zhī,in a word ; in brief ; in short,4.0,c,心,-1.2437130876743605
总共,zǒng gòng,altogether; in sum; in all; in total,4.0,d,心,0.24028616313893647
总数,zǒng shù,aggregate ; sum ; total,5.0,n,心,0.512236741621756
总是,zǒng shì,always,3.0,"d,v",心,-1.1390420745106964
总理,zǒng lǐ,premier ; prime minister,4.0,n,心,-0.521312626671298
总监,zǒng jiān,(police) commissioner ; director (of an organizational unit) ; head ; inspector-general ; rank of local governor in Tang dynasty administration,6.0,n,心,0.5205569697856487
总算,zǒng suàn,at long last ; finally ; on the whole,5.0,"d,v",心,0.20981041876206938
总结,zǒng jié,résumé ; summary ; to conclude ; to sum up,3.0,"v,vn",心,-1.1282482776277616
总统,zǒng tǒng,president (of a country),4.0,n,心,-1.2746977905760417
总裁,zǒng cái,chairman ; director-general (of a company etc),5.0,n,心,-0.4381108122306459
总计,zǒng jì,(grand) total,7.0,v,心,-0.4636394191694295
总部,zǒng bù,general headquarters,6.0,n,心,-0.3283860593704967
总额,zǒng é,total (amount or value),7.0,n,心,1.284499140487606
总体,zǒng tǐ,completely ; entire ; overall ; population (statistics) ; total ; totally,5.0,n,心,0.41667887637035333
繁忙,fán máng,bustling ; busy,7.0,"a,an",糸,-0.6412038228467072
繁荣,fán róng,prosperous; booming (economy),5.0,"an,a,v",糸,-0.3829229662322759
繁殖,fán zhí,to breed ; to propagate ; to reproduce,6.0,"v,vn",糸,-0.18127381450116994
繁华,fán huá,bustling ; flourishing,7.0,a,糸,-0.22227118732187875
繁重,fán zhòng,arduous ; burdensome ; heavy ; heavy-duty ; onerous,7.0,a,糸,-0.2925726140735924
绷带,bēng dài,bandage (loanword),7.0,n,纟,-0.09469890933470766
绕行,rào xíng,(of a planet) to orbit ; (of a sailor) to circumnavigate ; to bypass ; to do a circuit ; to take a circular (or circuitous) route ; to take a detour,7.0,"v,vn",纟,1.0311654213112595
绳子,shéng zi,cord; string; rope,7.0,n,纟,-0.3658565680691613
绘画,huì huà,drawing ; painting,6.0,"n,v",纟,-0.40048653013574737
缴纳,jiǎo nà,to pay (taxes etc),7.0,v,纟,0.9296307087876862
缴费,jiǎo fèi,to pay a fee,7.0,"vn,v",纟,-1.097121594114305
继承,jì chéng,to carry on (a tradition etc) ; to inherit ; to succeed to (the throne etc),5.0,"v,vn",纟,-0.3309662303479409
继母,jì mǔ,stepmother,7.0,n,纟,-0.984248747829608
继父,jì fù,stepfather,7.0,n,纟,0.5895329326952662
继续,jì xù,to continue ; to go on with ; to proceed with,3.0,v,纟,-1.0574143067823176
继而,jì ér,afterwards ; then,7.0,c,纟,1.7245222040379502
缤纷,bīn fēn,rich and diverse ; vast and various,7.0,z,纟,0.3038296156545722
纤维,xiān wéi,fiber,7.0,n,纟,0.8557906251294698
缆车,lǎn chē,cable car,7.0,n,纟,-0.32290637783868287
缺乏,quē fá,to lack; to be short of,5.0,"v,vn",缶,0.04499262937749452
缺口,quē kǒu,gap ; jag ; nick ; shortfall,7.0,n,缶,0.3974228707117481
缺失,quē shī,lack; deficiency ; shortcoming; flaw; defect ; to be deficient; to lack,7.0,n,缶,-0.0029046982910673922
缺少,quē shǎo,lack ; shortage of ; shortfall ; to be short (of) ; to lack,3.0,v,缶,-0.15471549772829918
缺席,quē xí,to be absent,7.0,"v,vn",缶,-0.4187246187447228
缺陷,quē xiàn,defect; flaw,6.0,n,缶,-0.26497279468217877
缺点,quē diǎn,disadvantage ; fault ; shortcoming ; weak point,3.0,n,缶,-0.437980624403328
罐头,guàn tou,can ; tin,7.0,n,缶,-0.05159494570799531
罕见,hǎn jiàn,rare ; rarely seen,7.0,a,⺳,-0.30076265441016686
罪恶,zuì è,crime ; evil ; sin,6.0,n,罒,-0.5061990459179543
罪犯,zuì fàn,criminal,7.0,n,罒,-1.014322135940064
罚款,fá kuǎn,fine (monetary) ; penalty ; to fine,5.0,"v,n",罒,-1.049354454273061
罢休,bà xiū,forget it ; let the matter drop ; to abandon (a goal etc) ; to give up ; to let sth go,7.0,v,罒,0.6340925479913937
罢免,bà miǎn,to dismiss ; to remove sb from their post,7.0,v,罒,0.40653601862400796
罢工,bà gōng,a strike ; to go on strike,6.0,"vn,v",罒,-0.636789229502354
美人,měi rén,beauty ; belle,7.0,n,羊,-1.2816095382083519
美元,Měi yuán,American dollar ; US dollar,3.0,"q,n",羊,-0.24429651570753533
美化,měi huà,embellishment ; to decorate ; to make more beautiful,7.0,"v,vn",羊,-0.31053853424347483
美味,měi wèi,delicacy ; delicious ; delicious food,7.0,n,羊,-1.1243308500237637
美女,měi nǚ,beautiful woman,4.0,n,羊,-0.9346589784059123
美好,měi hǎo,beautiful ; fine,3.0,a,羊,-1.3247017090506072
美妙,měi miào,beautiful ; splendid ; wonderful,7.0,"a,an",羊,-1.014322135940064
美容,měi róng,to beautify ; to improve one's appearance (using cosmetics or cosmetic surgery) ; to make oneself more attractive,6.0,"vn,v",羊,-1.1149691192413271
美德,Měi Dé | měi dé,USA and Germany ; virtue,7.0,n,羊,-0.5627005629739603
美景,měi jǐng,beautiful scenery,7.0,n,羊,0.3798475140238193
美满,měi mǎn,blissful ; happy,7.0,"a,an",羊,-0.05863688116762354
美术,měi shù,art ; fine arts ; painting,3.0,n,羊,-0.5785952706912126
美观,měi guān,artistic ; beautiful ; pleasing to the eye,7.0,a,羊,-0.32927378859280715
美金,Měi jīn,US dollar ; USD,4.0,"q,n,nr",羊,0.39599080461125
美食,měi shí,culinary delicacy ; fine food ; gourmet food,3.0,n,羊,-0.5908329264591043
美丽,měi lì,beautiful,3.0,"a,an",羊,-1.1745833513685076
羞愧,xiū kuì,ashamed,7.0,"v,vn",羊,-0.3829229662322759
群众,qún zhòng,mass ; multitude ; the masses,5.0,n,羊,0.2980777656836654
群体,qún tǐ,colony ; community,5.0,n,羊,-0.400356342308428
羡慕,xiàn mù,to admire ; to envy,7.0,"v,vn",羊,-0.4845996593676259
义务,yì wù,duty ; obligation ; volunteer (work etc),4.0,"n,d",丿,-0.2714703932636194
义工,yì gōng,volunteer work ; volunteer worker,7.0,nr,丿,-1.1279761091886686
翅膀,chì bǎng,wing,7.0,n,羽,0.19159591572200857
习俗,xí sú,convention ; custom ; local tradition ; tradition,7.0,n,冫,0.02910971444469953
习惯,xí guàn,custom ; habit ; to be used to ; usual practice,2.0,"n,v",冫,-0.6039701042337637
翠绿,cuì lǜ,emerald green ; greenish-blue,7.0,z,羽,3.834796128155799
翻译,fān yì,interpretation ; interpreter ; to interpret ; to translate ; translation ; translator,4.0,,羽,-1.443941966089427
耀眼,yào yǎn,dazzling ; to dazzle,7.0,a,羽,0.48256570977771374
老人,lǎo rén,old man or woman ; one's aged parents or grandparents ; the elderly,1.0,n,老,-1.2348603154167364
老公,lǎo gong | lǎo gōng,(coll.) eunuch ; (coll.) husband ; see also 公,4.0,n,老,-1.8467431038112843
老化,lǎo huà,"(of a person, population or material) to age ; (of knowledge) to become outdated",7.0,"v,vn",老,0.6572541884695369
老大,lǎo dà,boss ; captain of a boat ; eldest child in a family ; leader of a criminal gang ; leader of a group ; old age ; very,7.0,n,老,-0.6552641081970505
老婆,lǎo pó,(coll.) wife,4.0,n,老,-1.7467588524310689
老家,lǎo jiā,home state or region ; native place ; place of origin,4.0,n,老,1.325378118265456
老实,lǎo shi,honest; sincere ; naive; gullible ; well-behaved,4.0,"ad,a",老,-0.8230880103943967
老师,lǎo shī,teacher,1.0,n,老,-2.0254909907188825
老年,lǎo nián,autumn of one's years ; elderly ; old age,2.0,"t,n",老,-0.43602780699355703
老是,lǎo shi,always,2.0,d,老,3.037170688531857
老远,lǎo yuǎn,very far away,7.0,d,老,1.0915607804023477
考场,kǎo chǎng,exam room,6.0,n,耂,0.2777684646220584
考察,kǎo chá,on-the-spot investigation ; to inspect ; to observe and study,4.0,"v,vn",耂,-0.8833531816581667
考虑,kǎo lǜ,consideration ; to consider ; to think over,4.0,"v,vn",耂,-1.1038913611348404
考核,kǎo hé,appraisal ; evaluation ; review ; to assess ; to check up on ; to examine ; to review,5.0,"vn,v",耂,-0.20260103261240378
考生,kǎo shēng,exam candidate ; student whose name has been put forward for an exam,2.0,n,耂,0.48137043376293415
考试,kǎo shì,exam ; to take an exam,1.0,"vn,v",耂,-1.6644801455660994
考量,kǎo liáng,consideration ; to consider ; to give serious consideration to sth,7.0,v,耂,0.9180321993719279
考验,kǎo yàn,ordeal ; to put to the test ; to test ; trial,3.0,"vn,v",耂,-0.5854834327546083
而且,ér qiě,(not only ...) but also ; furthermore ; in addition ; moreover,2.0,c,而,-1.2335584371435562
而已,ér yǐ,nothing more ; that's all,7.0,"y,u",而,1.4894147806861207
而是,ér shì,rather,4.0,c,而,0.5377535557760823
耍赖,shuǎ lài,"to act as if sth never happened ; to act dumb ; to act shamelessly ; to refuse to acknowledge that one has lost the game, or made a promise etc",7.0,v,而,0.9223401904578795
耐心,nài xīn,patience ; to be patient,5.0,"a,ad,an",而,-1.2588148756432467
耐性,nài xìng,patience,7.0,n,而,-0.647452838557971
耕地,gēng dì,arable land ; to plow land,7.0,n,耒,-0.5042462285081832
耗时,hào shí,time-consuming ; to take a period of (x amount of time),7.0,v,耒,0.6598815305848146
耗费,hào fèi,to consume ; to spend ; to squander ; to waste,7.0,v,耒,0.07037925570450293
耳朵,ěr duo,ear ; handle (on a cup),5.0,n,耳,-1.4021516735203523
耳机,ěr jī,earphones ; headphones ; telephone receiver,4.0,n,耳,-0.5598364307729643
耽误,dān wu,to delay ; to hold up ; to interfere with ; to waste time,7.0,v,耳,-0.8475515291457197
耿直,gěng zhí,candid ; frank ; honest,7.0,a,耳,2.734614177844851
圣贤,shèng xián,Buddhist lama ; a sage ; virtuous ruler ; wine ; wise and holy man,7.0,n,土,1.7479678057396464
聘任,pìn rèn,appointed ; to appoint (to a position),7.0,"vn,v",耳,0.8261313860698859
聘用,pìn yòng,to employ ; to hire,7.0,"v,vn",耳,-0.9748752242627139
聘请,pìn qǐng,to engage ; to hire (a lawyer etc),6.0,v,耳,-0.3829347590167347
聚会,jù huì,gathering ; party ; to get together ; to meet,4.0,"v,vn",耳,-0.3943794950362588
聚集,jù jí,to assemble ; to gather,7.0,"v,vn",耳,-0.13815805808999876
闻名,wén míng,eminent ; famous ; renowned ; well-known,7.0,v,门,0.4640790382985584
联合,lián hé,alliance ; to combine ; to join ; unite,3.0,"v,vn",耳,0.12543691387555247
联想,Lián xiǎng | lián xiǎng,Lenovo ; mental association ; to associate (cognitively) ; to make an associative connection ; word prediction and auto-complete functions of input method editing programs,5.0,"v,nz,vn",耳,-0.6123021251821148
联手,lián shǒu,lit. to join hands ; to act together,6.0,v,耳,1.0728255260530164
联欢,lián huān,celebration ; party ; to have a get-together,7.0,"v,vn",耳,2.228112305672849
联盟,lián méng,alliance ; coalition ; union,6.0,"n,v",耳,-0.207169399352991
联络,lián luò,(math.) connection ; liaison ; to contact ; to get in touch with ; to stay in contact (with),5.0,"v,vn",耳,-0.8316686142129263
联赛,lián sài,(sports) league ; league tournament,6.0,n,耳,1.7922316670277625
联邦,lián bāng,commonwealth ; federal ; federal state ; federal union ; federation ; union,7.0,n,耳,0.8379784783558226
聪明,cōng ming,acute (of sight and hearing) ; bright ; clever ; intelligent ; smart,5.0,"a,an",耳,-0.7494134929168728
声明,shēng míng,declaration ; statement ; to declare ; to state,3.0,"n,v",士,-1.4410778338884311
声望,shēng wàng,popularity ; prestige,7.0,n,士,0.8081536731155448
声称,shēng chēng,to assert ; to claim ; to proclaim ; to state,7.0,v,士,-0.21470850055297608
声誉,shēng yù,fame ; reputation,7.0,n,士,-0.3355345970885281
声音,shēng yīn,sound ; voice,2.0,n,士,-1.5488733549077254
耸立,sǒng lì,to stand tall ; to tower aloft,7.0,v,耳,3.219054876079546
职位,zhí wèi,position; post; job,5.0,n,耳,-0.38500597146936477
职务,zhí wù,duties ; job ; position ; post,5.0,n,耳,-0.8272540208685715
职员,zhí yuán,office worker ; staff member,7.0,n,耳,-1.5883202665850757
职工,zhí gōng,workers; staff,3.0,n,耳,1.6885903636981856
职业,zhí yè,occupation; profession; vocation ; professional,3.0,n,耳,-0.7914405755716672
职权,zhí quán,authority ; power over others,7.0,n,耳,-0.020752223418089237
职能,zhí néng,function ; role,5.0,n,耳,1.988412930011515
职责,zhí zé,duty ; obligation ; responsibility,6.0,n,耳,-0.5050391482565493
听到,tīng dào,to hear,1.0,v,口,-1.3601010052966416
听力,tīng lì,hearing ; listening ability,3.0,n,口,-0.09859275136978943
听取,tīng qǔ,to hear (news); to listen to,6.0,v,口,0.2497898745331499
听写,tīng xiě,(music) to transcribe by ear ; (of a pupil) to write down (in a dictation exercise) ; dictation,1.0,"v,vn",口,-0.45179232688349297
听从,tīng cóng,to comply with ; to hearken ; to heed ; to listen and obey,7.0,v,口,-1.2046567394789638
听众,tīng zhòng,audience ; listeners,3.0,n,口,-0.7354598098249312
听见,tīng jiàn,to hear,1.0,v,口,-0.6706380646050313
听话,tīng huà,obedient ; to do what one is told,7.0,a,口,-0.49683731513551604
听说,tīng shuō,hearsay ; listening and speaking ; one hears (that) ; to hear (sth said),2.0,v,口,-0.4174109476870853
听讲,tīng jiǎng,to attend a lecture ; to listen to a talk,2.0,v,口,0.42710569534025067
肇事,zhào shì,to be responsible for an incident ; to cause an accident ; to provoke a disturbance,7.0,"vn,v",聿,3.1675004964616225
肌肉,jī ròu,flesh ; muscle,5.0,n,⺼,-0.41730434542868355
肌肤,jī fū,fig. close physical relationship ; flesh ; skin,7.0,n,⺼,-0.28201560727637726
肖像,xiào xiàng,"(in a general sense) representation of a person ; likeness ; portrait (painting, photo etc)",7.0,n,⺼,-0.34557085257647185
肚子,dù zi,abdomen ; belly ; stomach,4.0,"n,q",⺼,-1.6108427607110878
肝脏,gān zàng,liver,7.0,n,⺼,0.3206002598096777
股份,gǔ fèn,a share (in a company) ; stock,7.0,n,⺼,-0.2100217387695298
股市,gǔ shì,stock market,7.0,n,⺼,-1.0119787550483395
股东,gǔ dōng,shareholder ; stockholder,6.0,n,⺼,-0.2591143424528687
股票,gǔ piào,share certificate ; stock (finance),6.0,n,⺼,0.12622983362391965
肢体,zhī tǐ,body ; limb ; limbs and trunk,7.0,n,⺼,-0.7587752236993095
肥料,féi liào,fertilizer ; manure,7.0,n,⺼,0.573815583943165
肥沃,féi wò,fertile,7.0,a,⺼,0.7502200899590407
肥皂,féi zào,soap,7.0,n,⺼,-0.056281707491443074
肥胖,féi pàng,fat; obese,7.0,"a,an",⺼,-0.031309230215305586
肩膀,jiān bǎng,shoulder,7.0,n,⺼,0.13288120560159572
肩负,jiān fù,to bear ; to shoulder (a burden) ; to suffer (a disadvantage),7.0,v,⺼,0.8434345743187202
肯定,kěn dìng,affirmative (answer) ; assuredly ; definitely ; to affirm ; to be certain ; to be positive ; to give recognition,5.0,"d,v,vn,a",⺼,-1.7382966436554
胃口,wèi kǒu,appetite ; liking,7.0,n,⺼,0.8788338705647536
背包,bēi bāo,blanket roll ; field pack ; infantry pack ; knapsack ; rucksack,5.0,n,⺼,-1.0631543639687673
背叛,bèi pàn,to betray,7.0,"v,vn",⺼,0.09369466957888124
背后,bèi hòu,at the back ; behind ; behind sb's back ; in the rear,3.0,f,⺼,-0.49435195363201623
背心,bèi xīn,"sleeveless garment (vest, waistcoat, singlet, tank top etc)",6.0,n,⺼,0.6688526978852977
背景,bèi jǐng,(fig.) powerful backer ; background; backdrop; context,4.0,n,⺼,-1.5189301546245886
背诵,bèi sòng,to recite ; to repeat from memory,7.0,v,⺼,-0.6848167449982338
背面,bèi miàn,the back ; the reverse side ; the wrong side,7.0,f,⺼,-0.12491427805694023
胎儿,tāi ér,embryo ; fetus ; unborn child,7.0,n,⺼,-0.7397560081264254
胖子,pàng zi,fat person ; fatty,4.0,n,⺼,-0.10538610395924186
胚胎,pēi tāi,embryo,7.0,n,⺼,0.7653218779279269
胡说,hú shuō,drivel ; to talk nonsense,7.0,"v,vn",⺼,-0.22134807974619342
胡闹,hú nào,to act willfully and make a scene ; to make trouble,7.0,v,⺼,-0.5401780688479481
胳膊,gē bo,arm,7.0,n,⺼,0.5652349801246354
胸膛,xiōng táng,chest,7.0,n,⺼,-0.7211391488199537
胸部,xiōng bù,bosom ; chest,4.0,"n,s",⺼,-0.9610753145670062
能力,néng lì,ability ; capability,3.0,n,⺼,-1.0907423905757236
能否,néng fǒu,can it or can't it ; is it possible? ; whether or not,6.0,v,⺼,1.6317218687291417
能够,néng gòu,can ; to be able to ; to be capable of,2.0,v,⺼,-0.8530194178930762
能干,néng gàn,capable ; competent,4.0,"a,an",⺼,-0.3982733370713406
能源,néng yuán,energy ; power source,7.0,n,⺼,-1.0706934651687523
能耐,néng nài,ability ; capability,7.0,n,⺼,1.6935375011362692
能量,néng liàng,capabilities ; energy,5.0,n,⺼,-0.4445136013381436
脂肪,zhī fáng,"fat (in the body, in a plant, or in food)",7.0,n,⺼,-0.8056310487493284
脆弱,cuì ruò,frail ; weak,7.0,"a,an",⺼,-1.0576746824369534
脉搏,mài bó,pulse (both medical and figurative),7.0,n,⺼,0.2818160800533741
脉络,mài luò,"(fig.) fabric (i.e. underlying structure, as in ""social fabric"") ; arteries and veins ; network of blood vessels ; overall context ; vascular system (of a plant or animal)",7.0,n,⺼,0.48178458281380504
脖子,bó zi,neck,7.0,n,⺼,-0.18477709305429657
脱节,tuō jié,to come apart,7.0,v,⺼,-0.46831438816841847
